Id,SalePrice
1689,191754.429299
1690,192089.741655
1691,180227.34142
1692,257857.515182
1693,169244.560354
1694,178798.799743
1695,162331.923205
1696,263784.897051
1697,167407.849707
1698,333109.757169
1699,303272.461897
1700,265289.261396
1701,279200.809429
1702,236064.173096
1703,223672.847019
1704,264116.897057
1705,242572.303464
1706,412598.068696
1707,232068.60089
1708,198156.840833
1709,244871.818578
1710,219004.921065
1711,265198.677995
1712,254424.539365
1713,271439.334972
1714,225061.946958
1715,204653.845553
1716,177468.979633
1717,168628.286517
1718,139123.805764
1719,224595.183089
1720,232918.885533
1721,154073.373766
1722,117339.859341
1723,147924.174793
1724,213143.673006
1725,232026.346844
1726,188745.63641
1727,149570.486143
1728,167516.835976
1729,168337.743651
1730,154755.247154
1731,110703.170389
1732,126967.842727
1733,114128.995445
1734,113722.964514
1735,118286.299244
1736,99164.6411123
1737,290678.63151
1738,260189.507552
1739,260991.024849
1740,224930.064357
1741,193372.59762
1742,175868.093842
1743,172517.597724
1744,339276.739008
1745,226569.184759
1746,204913.41303
1747,218990.498193
1748,222458.140106
1749,149088.344797
1750,136929.410135
1751,238221.031005
1752,113523.987964
1753,159191.745348
1754,202887.297345
1755,174164.16455
1756,120750.909784
1757,112748.673309
1758,145367.980563
1759,159740.526466
1760,159207.873942
1761,158075.076662
1762,182372.620413
1763,196614.419493
1764,110451.335755
1765,193092.13018
1766,190833.644806
1767,225091.071352
1768,143047.052872
1769,166146.647397
1770,148343.72092
1771,131414.996937
1772,138297.521752
1773,115243.129082
1774,158669.570521
1775,139405.392848
1776,122312.074013
1777,105121.218523
1778,144966.474774
1779,118061.773506
1780,173821.442228
1781,126075.460663
1782,75049.4680041
1783,143245.006211
1784,102415.550642
1785,139603.898687
1786,165715.911076
1787,166229.516309
1788,44405.5936522
1789,100554.956652
1790,65720.3300075
1791,198498.306672
1792,165240.913096
1793,124654.625854
1794,161053.150704
1795,137598.066394
1796,126717.547624
1797,126931.931565
1798,125538.249301
1799,103649.990403
1800,131332.705163
1801,125395.416627
1802,142330.026253
1803,163753.343865
1804,133106.019853
1805,135382.045822
1806,129053.693497
1807,139451.409352
1808,120123.849166
1809,126618.065749
1810,140764.041787
1811,87228.6944717
1812,104386.94128
1813,125778.945963
1814,85731.8878246
1815,44415.2074275
1816,95450.654931
1817,116083.656078
1818,181864.24646
1819,148411.958277
1820,43029.6898629
1821,124150.546466
1822,149511.437496
1823,17906.0269748
1824,145705.904471
1825,139976.188661
1826,106106.615416
1827,102391.682977
1828,133104.150522
1829,131105.791869
1830,150445.446594
1831,155077.94246
1832,51900.3220739
1833,147072.826292
1834,124400.455674
1835,126585.347508
1836,139688.04021
1837,79052.4290843
1838,119693.412274
1839,95089.1335954
1840,155970.073734
1841,146467.717326
1842,88599.5100734
1843,131094.156275
1844,153289.128213
1845,149684.129508
1846,153060.934979
1847,174824.405042
1848,26438.298306
1849,118421.835493
1850,117846.500141
1851,157862.627643
1852,116980.10056
1853,130542.999285
1854,168372.541801
1855,148415.351159
1856,218862.102571
1857,149291.319438
1858,143847.207855
1859,114164.501334
1860,140695.928837
1861,113358.663783
1862,278863.991354
1863,270750.29571
1864,270769.106824
1865,368157.480254
1866,350349.238029
1867,213466.055011
1868,287828.825096
1869,202028.869825
1870,216005.700852
1871,259990.98065
1872,171637.668322
1873,235797.309692
1874,147627.246435
1875,201508.175075
1876,197544.152185
1877,209613.85169
1878,200293.530106
1879,134487.136058
1880,133081.583258
1881,241627.621757
1882,240757.162539
1883,189356.735325
1884,203412.551955
1885,244913.5791
1886,291315.577504
1887,212884.207851
1888,252003.636999
1889,170876.245505
1890,108828.604273
1891,134774.62385
1892,94366.3514231
1893,132346.02057
1894,122980.941527
1895,144539.897582
1896,126731.4577
1897,108045.140469
1898,108333.592928
1899,166023.765366
1900,155493.220491
1901,170514.876054
1902,173624.814652
1903,208498.188635
1904,160633.169946
1905,200225.552956
1906,165013.98669
1907,226370.105455
1908,107909.440746
1909,132011.495107
1910,118472.974173
1911,225363.553522
1912,324597.65378
1913,171515.073495
1914,48013.5854325
1915,348030.206318
1916,42502.7329859
1917,234820.850399
1918,137442.919272
1919,173870.230541
1920,162301.982112
1921,387640.212112
1922,341147.297661
1923,234285.34418
1924,230257.066756
1925,203262.180109
1926,383400.838077
1927,127151.542811
1928,157727.989361
1929,120580.608538
1930,130217.985327
1931,137866.05726
1932,134370.407347
1933,194496.255542
1934,183579.037387
1935,171698.703936
1936,209214.518763
1937,178125.34653
1938,170740.373706
1939,272324.529664
1940,207235.574632
1941,168513.072566
1942,181391.541033
1943,232355.469072
1944,370189.912311
1945,406767.879948
1946,152939.920125
1947,340343.750361
1948,172760.086846
1949,250850.753009
1950,187378.13741
1951,256896.003319
1952,213799.342177
1953,168875.38073
1954,188246.070476
1955,132543.304045
1956,286742.890702
1957,161101.897266
1958,270438.280454
1959,136664.870109
1960,106739.43952
1961,114567.06336
1962,96932.902055
1963,107502.769346
1964,105242.887963
1965,134945.996484
1966,134958.706003
1967,301116.644089
1968,403082.978221
1969,390986.492575
1970,401175.204284
1971,439341.626767
1972,361439.548373
1973,286070.792299
1974,335367.207828
1975,450022.5161
1976,267714.426626
1977,349099.370962
1978,346874.54411
1979,326311.307904
1980,202303.326243
1981,358555.30655
1982,211437.681837
1983,197362.787294
1984,192274.742681
1985,226570.415063
1986,203765.614936
1987,205391.866253
1988,173298.321795
1989,196195.604349
1990,211156.260985
1991,232244.475256
1992,223722.767469
1993,165334.166273
1994,235612.281387
1995,187257.082564
1996,275990.621627
1997,327944.54281
1998,316379.885132
1999,291998.546105
2000,306727.004763
2001,276529.404216
2002,242974.837545
2003,247597.68782
2004,272892.751047
2005,229149.865517
2006,219968.84241
2007,236938.8701
2008,224111.313289
2009,197560.783338
2010,191662.513496
2011,135443.436271
2012,170285.897143
2013,178989.700884
2014,188815.78619
2015,211137.066173
2016,191550.546014
2017,194557.922085
2018,104368.97385
2019,128115.942115
2020,86445.2393221
2021,95685.0284466
2022,189829.701485
2023,146598.795222
2024,284360.023492
2025,347539.432075
2026,169689.818121
2027,152209.279951
2028,155496.7563
2029,168908.812752
2030,259514.483316
2031,234976.403685
2032,259034.54402
2033,252395.239357
2034,170305.637949
2035,221313.739085
2036,199182.87892
2037,204030.870664
2038,320686.342151
2039,230034.514768
2040,301585.122828
2041,298294.123251
2042,206782.588557
2043,179402.145005
2044,179320.944954
2045,205083.310278
2046,137389.854417
2047,144571.744823
2048,134817.908438
2049,140921.804028
2050,174602.831633
2051,102889.474554
2052,118106.691348
2053,141161.922972
2054,80377.6564378
2055,164354.061735
2056,137355.323014
2057,107792.522794
2058,217966.39398
2059,129959.056663
2060,178351.59513
2061,179653.27753
2062,125436.712235
2063,108674.222764
2064,136311.116365
2065,108156.928848
2066,172687.799906
2067,118594.307989
2068,146080.554324
2069,86058.9934202
2070,109988.517851
2071,92635.9753272
2072,146008.503241
2073,125889.574744
2074,173902.84191
2075,167532.797895
2076,110622.363568
2077,155864.170601
2078,130885.47574
2079,133384.038691
2080,113214.725049
2081,127348.766006
2082,135507.358999
2083,153126.104213
2084,101150.701392
2085,110042.492255
2086,115642.787127
2087,126800.934813
2088,105866.523772
2089,69172.2245439
2090,127385.256876
2091,96062.6744423
2092,128324.81089
2093,154912.057304
2094,119017.417947
2095,149927.256324
2096,74582.9300037
2097,96504.5090314
2098,152767.362611
2099,28540.0967412
2100,59477.727592
2101,106845.815723
2102,134799.709934
2103,96460.1148329
2104,140268.903223
2105,135300.841824
2106,41493.6418758
2107,208044.845222
2108,113839.046932
2109,108313.045418
2110,138292.516171
2111,141552.105272
2112,144677.100096
2113,122573.249809
2114,123065.12708
2115,167566.231583
2116,116551.611125
2117,156258.097428
2118,122676.868288
2119,113762.158717
2120,111543.344278
2121,83194.161903
2122,116290.948778
2123,84047.3819628
2124,169244.64038
2125,142609.190945
2126,160839.958246
2127,158976.842444
2128,141203.705915
2129,84903.3774878
2130,136301.347845
2131,158883.8316
2132,113736.362407
2133,125974.120344
2134,115641.618623
2135,87666.1207792
2136,56728.0132784
2137,107987.123561
2138,127419.949383
2139,147182.781128
2140,138853.303695
2141,163792.873663
2142,126641.857492
2143,151601.108879
2144,125431.466819
2145,137456.620453
2146,184988.458809
2147,150274.596692
2148,121206.334116
2149,140447.328882
2150,228210.49368
2151,127198.428302
2152,194631.825637
2153,181744.736002
2154,102329.091095
2155,147903.775727
2156,265726.681141
2157,226589.636674
2158,234267.592423
2159,208073.363107
2160,191460.035707
2161,227525.407825
2162,372043.7572
2163,351746.879668
2164,246979.423372
2165,206092.910463
2166,154476.153289
2167,227076.508599
2168,191803.530394
2169,198346.311738
2170,214557.207483
2171,154305.813452
2172,131999.467798
2173,167271.084837
2174,226025.42849
2175,275758.166675
2176,308748.719856
2177,242936.545773
2178,210051.941473
2179,138020.715957
2180,229597.478873
2181,196685.546782
2182,218680.591294
2183,188315.714863
2184,123792.891799
2185,138716.932652
2186,152919.692428
2187,157596.645483
2188,159267.377391
2189,318503.418683
2190,70100.030997
2191,66505.7296575
2192,78855.9079903
2193,124213.081291
2194,97058.9224954
2195,111013.224747
2196,111008.574868
2197,118383.414061
2198,159473.710383
2199,155670.562578
2200,156394.206272
2201,154136.823462
2202,199633.893524
2203,155174.418784
2204,182896.357806
2205,131547.00272
2206,152035.761995
2207,216752.738908
2208,248688.342621
2209,251586.033878
2210,123087.395837
2211,121316.991647
2212,120538.903117
2213,99114.8685089
2214,139288.051495
2215,96631.9012915
2216,161820.564707
2217,59540.247124
2218,71526.6509158
2219,70013.8015552
2220,33705.5864566
2221,348818.443418
2222,304732.918414
2223,279557.440013
2224,202864.833917
2225,116001.769183
2226,190538.456975
2227,194270.419586
2228,279628.644901
2229,248744.178415
2230,148696.407356
2231,219074.48033
2232,175875.750297
2233,190367.242479
2234,242732.996192
2235,237731.261046
2236,249023.029115
2237,306572.630687
2238,202763.139038
2239,108698.459754
2240,162267.803918
2241,143991.145532
2242,124728.026971
2243,123638.904597
2244,107940.150859
2245,117739.80818
2246,138511.837887
2247,119105.943748
2248,121394.6509
2249,112995.213418
2250,120959.466366
2251,120392.346254
2252,191258.831636
2253,152168.084704
2254,176993.600445
2255,186101.936972
2256,174672.193061
2257,207064.368989
2258,152420.418679
2259,177643.881911
2260,143128.431834
2261,217915.378036
2262,241474.090579
2263,371655.74862
2264,446845.966321
2265,176760.553971
2266,322972.354077
2267,387062.757072
2268,436336.213009
2269,148577.913622
2270,186891.39734
2271,218011.288038
2272,196477.923809
2273,158593.419788
2274,183230.680113
2275,166972.873083
2276,203217.617315
2277,186682.194805
2278,146156.905637
2279,137623.927804
2280,107815.185241
2281,159171.307067
2282,175961.581321
2283,108955.268066
2284,127015.781609
2285,141522.774834
2286,121579.092608
2287,388357.352057
2288,289214.865958
2289,345487.622983
2290,442960.308972
2291,342084.987544
2292,411314.597979
2293,460218.061604
2294,387917.09764
2295,448736.939413
2296,285521.444302
2297,380133.467127
2298,359841.501714
2299,346487.819942
2300,322028.019406
2301,320162.26635
2302,253189.51835
2303,240678.871339
2304,261260.402069
2305,217278.136672
2306,203987.152252
2307,203384.475978
2308,223810.662493
2309,305001.031557
2310,212324.967209
2311,213591.649186
2312,184496.614175
2313,167667.88669
2314,189400.88412
2315,186443.855073
2316,207245.113109
2317,189678.465703
2318,193600.780743
2319,193894.784628
2320,188637.270809
2321,236437.269003
2322,191880.905842
2323,201257.379563
2324,173006.956147
2325,213701.571344
2326,170717.647954
2327,203787.613785
2328,222469.837231
2329,188597.586007
2330,180235.668016
2331,331477.868
2332,382754.462315
2333,311182.473013
2334,270774.138961
2335,289627.609152
2336,315203.702003
2337,204611.999393
2338,255461.432978
2339,212007.642612
2340,395491.145896
2341,212296.512225
2342,226555.418205
2343,221125.596516
2344,215305.378195
2345,231261.496586
2346,215969.594634
2347,206094.072397
2348,244182.164703
2349,196937.418876
2350,311700.585858
2351,286202.392608
2352,240135.962524
2353,247924.488893
2354,152571.916767
2355,149859.77211
2356,147764.382169
2357,189483.936729
2358,198054.808993
2359,122978.283546
2360,109106.849288
2361,144149.298244
2362,264174.868032
2363,147954.207126
2364,156421.399145
2365,204090.041519
2366,192985.420532
2367,220026.498342
2368,229477.150836
2369,215286.601384
2370,164612.979604
2371,168271.535236
2372,191127.508568
2373,274205.69316
2374,304036.396273
2375,241221.534215
2376,288545.730198
2377,335666.128014
2378,134558.605373
2379,221245.691759
2380,145902.611769
2381,173022.296065
2382,195139.744669
2383,197289.872884
2384,236242.538427
2385,154328.882315
2386,132965.776967
2387,129354.803866
2388,97598.1963138
2389,110966.009824
2390,142137.402338
2391,146409.825341
2392,107386.30652
2393,163117.90088
2394,154820.166302
2395,207071.631517
2396,139197.329861
2397,217079.345062
2398,125579.954857
2399,60094.9646706
2400,54253.3025192
2401,123680.021692
2402,136375.549025
2403,140570.845104
2404,147364.873404
2405,162024.719942
2406,137896.942448
2407,122705.732277
2408,128998.35358
2409,112399.106572
2410,177934.286709
2411,109438.011911
2412,159599.548495
2413,125076.859747
2414,164267.161817
2415,135562.568537
2416,125717.549796
2417,126244.032097
2418,126285.015598
2419,125825.760365
2420,117379.499592
2421,140295.774709
2422,107093.942265
2423,120812.753848
2424,162896.141642
2425,224496.817914
2426,137384.154927
2427,135681.525315
2428,186432.925189
2429,100657.354696
2430,131877.455965
2431,102915.007875
2432,150361.623064
2433,151543.776443
2434,143826.324125
2435,169295.8944
2436,105933.195755
2437,92388.0045326
2438,116018.058782
2439,106154.416557
2440,126754.089792
2441,98442.341196
2442,94696.5317024
2443,130931.521147
2444,127527.589397
2445,79099.9369266
2446,136859.298416
2447,191113.425185
2448,128929.161254
2449,111105.437138
2450,158041.267266
2451,123028.992783
2452,202471.956804
2453,87230.4359303
2454,119234.380952
2455,118855.674033
2456,142047.86716
2457,130161.677576
2458,131025.93244
2459,111101.064918
2460,142299.514641
2461,125098.737893
2462,134601.369557
2463,127210.334642
2464,187193.883585
2465,143751.832834
2466,111888.486042
2467,133990.643339
2468,83581.2177976
2469,89371.1998527
2470,201005.32511
2471,208491.963963
2472,176894.912869
2473,110488.749508
2474,79380.7151424
2475,216079.211544
2476,110472.049112
2477,115513.692827
2478,158114.699793
2479,102536.794853
2480,158460.270927
2481,121349.383514
2482,116117.181125
2483,105030.571844
2484,121417.626142
2485,118563.400996
2486,160146.159034
2487,196343.955345
2488,156903.936619
2489,156100.402641
2490,136281.177288
2491,78220.485609
2492,178529.950822
2493,148512.641952
2494,152721.690161
2495,86492.0493026
2496,223483.922326
2497,163130.918438
2498,104530.98611
2499,87562.0948201
2500,119562.630451
2501,139427.788422
2502,156396.91317
2503,97422.8662957
2504,168509.419187
2505,217533.296472
2506,250106.966998
2507,276267.494366
2508,249413.817677
2509,212429.257323
2510,206792.007958
2511,175554.020646
2512,219832.766111
2513,217665.872902
2514,259562.330569
2515,153923.15997
2516,169083.943902
2517,146925.658956
2518,150212.952566
2519,243834.23322
2520,218847.996393
2521,188567.154243
2522,220006.759433
2523,119938.442642
2524,136696.995019
2525,146711.047637
2526,144384.30978
2527,113673.771813
2528,137671.570683
2529,148840.755525
2530,118686.713206
2531,257652.376648
2532,221053.334854
2533,197307.954824
2534,241967.962566
2535,279931.437239
2536,222410.950397
2537,246521.10413
2538,191988.280121
2539,186158.646307
2540,186592.62524
2541,175681.240862
2542,166176.455835
2543,141137.033356
2544,123764.387615
2545,137938.100433
2546,133264.980057
2547,146571.798522
2548,163615.969074
2549,165957.364098
2550,709283.41104
2551,151955.418369
2552,132567.993939
2553,59654.7865218
2554,82610.5838106
2555,114499.09233
2556,92795.1524573
2557,103719.383536
2558,166920.939516
2559,154844.591402
2560,153504.42993
2561,153403.740005
2562,152995.718642
2563,158123.817529
2564,193176.175643
2565,144622.9193
2566,169655.438968
2567,138510.666121
2568,213972.354076
2569,219760.025257
2570,115711.00434
2571,199556.00846
2572,164194.453263
2573,232276.022282
2574,255620.720663
2575,132312.789484
2576,131877.430017
2577,146381.242723
2578,79282.2212423
2579,47404.9160929
2580,101074.471837
2581,119530.834877
2582,121250.290041
2583,290268.82808
2584,181038.70597
2585,184538.032281
2586,220418.976322
2587,201227.768589
2588,142954.544087
2589,147259.459175
2590,203344.337043
2591,230703.560041
2592,221730.877066
2593,261052.636381
2594,175716.828169
2595,213835.734541
2596,281388.738087
2597,201317.845004
2598,277487.274997
2599,366989.009267
2600,164027.895546
2601,144378.311258
2602,76508.0757763
2603,97939.6342533
2604,84978.434217
2605,74617.9498109
2606,145615.248654
2607,211683.582426
2608,192153.430786
2609,160512.31737
2610,108531.124956
2611,149248.076299
2612,154459.125623
2613,119353.379606
2614,113253.724124
2615,153741.213361
2616,149249.609696
2617,205602.989431
2618,238202.104244
2619,210821.073704
2620,184223.466888
2621,173634.613853
2622,183816.703656
2623,233514.338727
2624,285537.648449
2625,306290.394226
2626,167351.073582
2627,181949.898412
2628,449025.018159
2629,486774.271509
2630,376438.694305
2631,459245.608372
2632,400331.353494
2633,315327.027391
2634,418778.173203
2635,160150.662541
2636,176384.163196
2637,215862.889658
2638,267161.872198
2639,181324.41216
2640,151419.953951
2641,94400.7333668
2642,182783.085101
2643,104472.973181
2644,111428.287671
2645,106240.900637
2646,94849.7144854
2647,106424.868847
2648,136457.556344
2649,147547.027841
2650,127236.039998
2651,134517.394196
2652,384451.123162
2653,247085.3891
2654,277269.266881
2655,400580.391589
2656,321488.213271
2657,372882.244182
2658,322011.429456
2659,323909.476953
2660,356793.344772
2661,369766.339763
2662,381449.92097
2663,275081.992048
2664,295662.474987
2665,324900.185819
2666,301716.355513
2667,178232.536295
2668,187042.399626
2669,192089.685936
2670,272273.146279
2671,194227.857819
2672,193326.486349
2673,196450.322597
2674,193893.490399
2675,187440.829077
2676,189193.99731
2677,200791.435885
2678,249025.476821
2679,273202.208411
2680,289839.573206
2681,392713.399546
2682,310783.472781
2683,455407.457325
2684,318978.244992
2685,316529.630047
2686,252871.92675
2687,297694.690863
2688,216123.035239
2689,212049.267279
2690,385876.83195
2691,192536.613389
2692,145462.498768
2693,207034.147757
2694,142092.698164
2695,193028.792217
2696,182455.269517
2697,189015.20851
2698,197772.272738
2699,169790.885495
2700,146116.232863
2701,139929.812998
2702,98685.7819966
2703,117785.795949
2704,136592.076209
2705,115836.124631
2706,95830.7267807
2707,108740.607988
2708,133498.492266
2709,108615.566464
2710,124846.251626
2711,317966.698052
2712,381055.120139
2713,163410.797082
2714,149725.814786
2715,174737.961052
2716,140168.322872
2717,199458.683283
2718,212747.924191
2719,143815.700492
2720,171001.525209
2721,126025.421861
2722,165055.374781
2723,141554.212544
2724,132804.894713
2725,126047.576446
2726,147057.946786
2727,166019.70305
2728,171544.532594
2729,142439.174444
2730,145292.587801
2731,122856.935672
2732,134617.674632
2733,158574.541705
2734,145027.207143
2735,139876.976317
2736,135579.791144
2737,115991.022362
2738,132695.266968
2739,157061.765648
2740,137078.335287
2741,150335.146115
2742,152414.962088
2743,155054.539966
2744,158651.450117
2745,140423.597375
2746,134758.413345
2747,147709.346464
2748,111144.752937
2749,126276.398766
2750,117032.884464
2751,128596.792234
2752,193069.873147
2753,144056.765455
2754,226418.762332
2755,136763.007323
2756,88039.8094763
2757,62195.5875942
2758,75489.2165497
2759,156559.737028
2760,124988.010155
2761,146520.314553
2762,142027.306094
2763,182836.952394
2764,145903.739303
2765,277412.235183
2766,124961.334763
2767,78130.1882356
2768,126705.4771
2769,144830.620597
2770,139591.8154
2771,99597.5858109
2772,102182.291607
2773,168452.650114
2774,153183.581027
2775,121502.970742
2776,143655.688963
2777,140618.809161
2778,111736.14559
2779,121701.336413
2780,95306.4678934
2781,87211.8633994
2782,87813.1217823
2783,94688.3830236
2784,113325.995835
2785,132883.604587
2786,46777.6426046
2787,121027.018557
2788,62575.6988497
2789,178635.211928
2790,81688.4153818
2791,110018.999124
2792,50813.8269187
2793,170212.079963
2794,90857.8582595
2795,120972.274952
2796,94861.0985473
2797,226586.389613
2798,102649.79006
2799,114781.721389
2800,61629.3089349
2801,106141.162019
2802,130543.955336
2803,181255.413477
2804,128548.540986
2805,102461.906393
2806,77943.3287092
2807,162318.512358
2808,150856.407237
2809,132887.162929
2810,123178.432924
2811,159228.678607
2812,185357.374429
2813,159740.025536
2814,162125.499601
2815,102665.977338
2816,221883.224096
2817,140817.554002
2818,127468.545501
2819,173204.806105
2820,140297.878286
2821,115523.343023
2822,180114.759686
2823,324327.027735
2824,194513.454432
2825,154759.555936
2826,137655.394466
2827,142001.733035
2828,250613.592933
2829,191914.207433
2830,243092.210464
2831,177742.591005
2832,252826.881551
2833,318621.686788
2834,239377.155091
2835,227839.102248
2836,195879.691543
2837,156492.522062
2838,143794.834393
2839,167873.180324
2840,206006.942339
2841,202439.708062
2842,223397.201501
2843,155111.139135
2844,172632.151263
2845,122461.301216
2846,208083.412516
2847,209559.918943
2848,212318.357083
2849,203578.610785
2850,262124.754637
2851,211195.161842
2852,227944.090435
2853,228851.81712
2854,137860.337012
2855,201163.788635
2856,212537.548282
2857,188252.364152
2858,215198.012651
2859,104916.256585
2860,144987.085716
2861,138447.597442
2862,198538.308685
2863,142014.472734
2864,259221.271015
2865,160471.113502
2866,152204.004463
2867,96684.0954517
2868,105545.856517
2869,100057.613614
2870,114390.321119
2871,90211.7254135
2872,24861.1386005
2873,98466.3892829
2874,142752.936205
2875,115407.502151
2876,158629.611794
2877,145667.061288
2878,166739.098631
2879,139689.76088
2880,101746.2451
2881,140383.835161
2882,186884.657188
2883,202140.51743
2884,187119.374582
2885,183609.566047
2886,240077.793796
2887,104715.602042
2888,138612.147094
2889,37521.9690975
2890,69144.8140695
2891,147519.023005
2892,18489.8175101
2893,63111.0957845
2894,24273.9565975
2895,342991.921008
2896,292084.689002
2897,217220.166499
2898,139837.818481
2899,210481.421762
2900,159630.380051
2901,224785.255455
2902,190980.751514
2903,311784.807093
2904,357311.98848
2905,78177.3566861
2906,197444.701294
2907,110192.422887
2908,115975.623174
2909,136879.762057
2910,70504.3904734
2911,75275.8253721
2912,139565.558221
2913,74183.5138556
2914,70256.8910202
2915,78405.9996465
2916,72995.2489799
2917,167683.190263
2918,114210.745164
2919,216903.790486
